"","data.INSTNM","data.TUITFTE","value"
"554","Saint Mary's College of California","23614",0.0821183533447684
"555","Solano Community College","648",0.321011673151751
"556","Sonoma State University","4426",0.0671296296296296
"557","Pinnacle College","10687",0.314965197215777
"558","South Baylo University","7948",0.25
"559","South Coast College","9660",0.0722140762463343
"560","Vanguard University of Southern California","16928",0.0509407985314364
"561","Concorde Career College-Garden Grove","13089",0.102371541501976
"562","Southwestern College","611",0.102564102564103
"563","Starr King School for the Ministry","10346",0.103911042944785
"564","Marshall B Ketchum University","16625",0.0989263803680982
"565","Southern California Institute of Architecture","25235",0.182337139019476
"566","University of Southern California","23702",0.0944725831314688
"567","Southwestern Law School","31548",0.0981406938853747
"568","Taft College","750",0.117462803445576
"569","Claremont School of Theology","11005",0.395772594752187
"570","Thomas Aquinas College","17542",0.037673238336912
"571","Marinello Schools of Beauty-Lake Forest","5205",0.254213483146067
"572","Epic Bible College","8958",0.144074360960496
"573","United Education Institute-Huntington Park Campus","5158",0.536585365853659
"574","Concorde Career College-San Bernardino","12772",0.108391608391608
"575","Universal College of Beauty Inc-Los Angeles 1","6213",0.0228452751817238
"576","Concorde Career College-North Hollywood","13028",0.124702522608282
"577","Ventura College","437",0.109279609279609
"578","Victor Valley Beauty College Inc","3144",0.00744558991981672
"579","Victor Valley College","353",0.244979919678715
"580","Berkeley City College","378",0.468531468531469
"581","Walden University","6810",0.15981559738763
"582","Maxine Waters Employment Preparation Center","43",0.306734578381437
"583","West Hills College-Coalinga","561",0.0748407643312102
"584","West Los Angeles College","406",0.27710843373494
"585","West Valley College","473",0.389671361502347
"586","Carrington College-Sacramento","15561",0.141357027463651
"587","Westminster Theological Seminary in California","6761",0.103911042944785
"588","Westmont College","22056",0.0505350772889417
"589","Whittier College","20779",0.0495676017717781
"590","Woodbury University","18861",0.0873814314458178
"591","The Wright Institute","16371",0.104102760736196
"592","Western State College of Law at Argosy University","13809",1.91197183098592
"593","Thomas Jefferson School of Law","93746",0.104082806210466
"594","Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","16647",0.13944530046225
"595","Yuba College","190",0.17963224893918
"596","The Salon Professional Academy-Grand Junction","6223",0.15900439238653
"597","Adams State University","4566",0.0540298507462687
"598","Aims Community College","3013",0.0671043034281546
"599","Arapahoe Community College","4473",0.0700091715071843
"600","Bel-Rea Institute of Animal Technology","7125",0.0569503980404164
"601","Everest College-Colorado Springs","15807",0.278026905829596
"602","Boulder College of Massage Therapy","13892",0.0489949748743719
"603","University of Colorado Denver/Anschutz Medical Campus","8478",0.102377093462993
"604","University of Colorado Colorado Springs","7763",0.0635635635635636
"605","Redstone College","14386",0.113276492082826
"606","University of Colorado Boulder","13548",0.0545977011494253
"607","Colorado Christian University","11291",0.0580455547391624
"608","Colorado College","22705",2.86363636363636
"609","Concorde Career College-Aurora","14909",0.0880039331366765
"610","The Art Institute of Colorado","17448",0.05231037489102
"611","Colorado Mountain College","2510",0.0410801493823614
"612","Colorado Northwestern Community College","4745",0.0637145587766805
"613","Colorado School of Mines","13919",0.0976658476658477
"614","Colorado School of Trades","14628",0.070073931211829
"615","Colorado State University-Fort Collins","9091",0.0540254237288136
"616","Colorado Technical University-Colorado Springs","10399",0.15006468305304
"617","Empire Beauty School-Lakewood","6692",0.263013698630137
"618","Community College of Aurora","3966",0.0739196360879454
"619","CollegeAmerica-Denver","11059",0.167305236270753
"620","Delta Montrose Technical College","2653",0.0867670364500792
"621","Prince Institute-Rocky Mountains","8679",0.044456641053787
"622","Community College of Denver","3396",0.101990049751244
"623","Lincoln College of Technology-Denver","9186",0.0786604361370716
"624","Denver Seminary","9484",0.104082806210466
"625","Westwood College-Denver North","122209",0.0864933958244568
"626","University of Denver","22738",0.0737277076989996
"627","Emily Griffith Technical College","2343",0.559090909090909
"628","Fort Lewis College","5084",0.0454659633257975
"629","Front Range Community College","4667",0.0636563185951709
"630","Glenwood Beauty Academy","6451",0.0434432823813355
"631","Hair Dynamics Education Center","3076",0.0138799225306649
"632","Iliff School of Theology","14266",0.167592592592593
"633","International Salon and Spa Academy","12689",0.0408163265306122
"634","Lamar Community College","2705",0.0449634018821889
"635","Colorado Mesa University","5259",0.0520379389900026
"636","Metropolitan State University of Denver","4492",0.0689961504293752
"637","Morgan Community College","3079",0.064924458962842
"638","Naropa University","16358",0.0388990825688073
"639","National American University-Colorado Springs","10929",0.0951965065502183
"640","National American University-Denver","11249",0.0951965065502183
"641","Nazarene Bible College","7660",0.0580682812955938
"642","Northeastern Junior College","3348",0.0527867885579475
"643","University of Northern Colorado","7057",0.0540187323023306
"644","Otero Junior College","1981",0.0644521566683193
"645","Everest College-Thornton","11068",0.785714285714286
"646","Pikes Peak Community College","3984",0.0611670020120724
"647","IBMC College","6495",0.0721857647652701
"648","Pueblo Community College","2988",0.101503759398496
"649","Red Rocks Community College","5037",0.0700108264164562
"650","Regis University","11422",0.091123701605288
"651","Rocky Mountain College of Art and Design","19072",0.0316780821917808
"652","Montessori Education Center of the Rockies","8629",0.228824273072061
"653","San Juan Basin Technical College","1668",0.11338100102145
"654","Colorado State University-Pueblo","3984",0.0544987146529563
"655","Pickens Technical College","1045",0.107305936073059
"656","Intellitec College-Colorado Springs","3995",0.194194194194194
"657","Intellitec College-Grand Junction","1448",0.0672153635116598
"658","Trinidad State Junior College","2301",0.0780487804878049
"659","Empire Beauty School-Thornton","7052",0.0378151260504202
"660","Western State Colorado University","5784",0.0417883621658054
"661","Albertus Magnus College","11246",0.0906794645112402
"662","Paul Mitchell the School-Danbury","8093",0.143461030383091
"663","Asnuntuck Community College","3167",0.108064516129032
"664","Branford Hall Career Institute-Branford Campus","8638",0.0898692810457516
"665","Lincoln College of New England-Southington","21604",0.0551515151515152
"666","Bridgeport Hospital School of Nursing","5650",0.136228756406798
"667","University of Bridgeport","12671",0.0750069969213546
"668","Butler Business School Inc","6004",0.0143003064351379
"669","Central Connecticut State University","6634",0.0595473522302791
"670","Charter Oak State College","5749",0.08244231851435
"671","Connecticut Center for Massage Therapy-Newington","8298",0.0590224408238549
"672","Connecticut College","28037",4.39130434782609
"673","Marinello Schools of Beauty-East Hartford","4995",0.210989010989011
"674","Porter and Chester Institute of Branford","13090",0.0822574695684249
"675","University of Connecticut","10026",0.070867726998188
"676","Goodwin College","16738",0.0700616282841388
"677","Lincoln Technical Institute-East Windsor","10087",0.0623398804440649
"678","Eastern Connecticut State University","5356",0.0528438886647842
"679","Fairfield University","21536",0.0799612778315586
"680","Paul Mitchell the School-North Haven","10303",0.0396039603960396
"681","Capital Community College","1006",0.120590121872996
"682","Rensselaer Hartford Graduate Center Inc","32144",6.625
"683","Hartford School of Music","13453",0.139804325437693
"684","American Institute-West Hartford","7175",0.124548736462094
"685","University of Hartford","13896",0.0524482687973776
"686","Holy Apostles College and Seminary","11023",0.191737288135593
"687","Housatonic Community College","2352",0.089798087141339
"688","Gibbs College-Farmington","17240",0.131320754716981
"689","The Leon Institute of Hair Design","1654",0.728859060402685
"690","Lyme Academy College of Fine Arts","19274",0.114799154334038
"691","Manchester Community College","3026",0.0707277187244481
"692","Naugatuck Valley Community College","3196",0.0712719298245614
"693","Middlesex Community College","3090",0.0879790940766551
"694","Mitchell College","14818",0.0354419021982952
"695","Three Rivers Community College","2568",0.0780961182994455
"696","Lincoln Technical Institute-New Britain","8721",0.108462455303933
"697","New England Tractor Trailer Training School of Connecticut","16013",0.135875402792696
"698","University of New Haven","17155",0.0631993369249896
"699","Ridley-Lowell Business & Technical Institute-New London","7820",0.111198738170347
"700","Norwalk Community College","3631",0.0961442163244867
"701","Northwestern Connecticut Community College","2814",0.0834590246354952
"702","Paier College of Art Inc","18111",0.0311433447098976
"703","Marinello Schools of Beauty-Meriden","10463",0.064237183446572
"704","Porter and Chester Institute of Stratford","14323",0.0904994367254976
"705","Post University","10555",0.0735294117647059
"706","Quinebaug Valley Community College","2205",0.0759878419452888
"707","Quinnipiac University","23296",2.54054054054054
"708","Sacred Heart University","17030",0.0663956639566396
"709","University of Saint Joseph","14264",0.0791037951531779
"710","Gateway Community College","2685",0.104938271604938
"711","St Vincent's College","11232",0.121188222923239
"712","Southern Connecticut State University","7290",0.0574687431454266
"713","Stone Academy-Hamden","7123",0.12258064516129
"714","Tri-State College of Acupuncture","9976",0.104082806210466
"715","Trinity College","24873",0.0661648177496038
"716","Tunxis Community College","3248",0.0724980299448384
"717","Wesleyan University","24458",0.0524201646917052
"718","Western Connecticut State University","6337",0.0553560109866892
"719","Yale-New Haven Hospital Dietetic Internship","1735",0.103911042944785
"720","Yale University","14697",0.113035113035113
